Date,AssetPrice,AssetPriceUSD,GoldPrice,Ratio
1960-12-03,1319.97,3.6666,36.5,0.10045434
1960-12-05,1317.7,3.6603,36.5,0.10028158
1960-12-06,1294.39,3.5955,36.5,0.09850761
1960-12-07,1307.49,3.6319,36.5,0.09950457
1960-12-08,1305.13,3.6254,36.5,0.09932496
1961-03-01,1536.83,4.2690,36.5,0.11695814
1961-03-02,1543.53,4.2876,36.5,0.11746804
1961-03-03,1551.87,4.3107,36.5,0.11810274
1961-03-04,1554.61,4.3184,36.5,0.11831126
1961-03-06,1544.04,4.2890,36.5,0.11750685
1961-03-07,1538.7,4.2742,36.5,0.11710046
1961-03-08,1516.9,4.2136,36.5,0.11544140
1961-06-01,1648.86,4.5802,36.5,0.12548402
1961-06-02,1635.34,4.5426,36.5,0.12445510
1961-06-03,1639.07,4.5530,36.5,0.12473896
1961-06-05,1635.12,4.5420,36.5,0.12443836
1961-06-06,1603.55,4.4543,36.5,0.12203577
1961-06-07,1579.73,4.3881,36.5,0.12022298
1961-06-08,1620.66,4.5018,36.5,0.12333790
1961-09-01,1615.49,4.4875,35.15,0.12766635
1961-09-02,1621.21,4.5034,35.15,0.12811838
1961-09-04,1614.94,4.4859,35.15,0.12762289
1961-09-05,1588.52,4.4126,35.15,0.12553501
1961-09-06,1544.58,4.2905,35.15,0.12206259
1961-09-07,1573.89,4.3719,35.15,0.12437885
1961-09-08,1605.47,4.4596,35.15,0.12687451
1961-12-01,1333.96,3.7054,35.5,0.10437872
1961-12-02,1337.36,3.7149,35.5,0.10464476
1961-12-04,1327.35,3.6871,35.5,0.10386150
1961-12-05,1332.91,3.7025,35.5,0.10429656
1961-12-06,1317.72,3.6603,35.5,0.10310798
1961-12-07,1298.69,3.6075,35.5,0.10161894
1961-12-08,1296.68,3.6019,35.5,0.10146166
1962-03-01,1479.83,4.1106,35.5,0.11579264
1962-03-02,1472.33,4.0898,35.5,0.11520579
1962-03-03,1477.22,4.1034,35.5,0.11558842
1962-03-05,1482.27,4.1174,35.5,0.11598357
1962-03-06,1499.36,4.1649,35.5,0.11732081
1962-03-07,1505.12,4.1809,35.5,0.11777152
1962-03-08,1496.5,4.1569,35.5,0.11709703
1962-06-01,1384.5,3.8458,35.5,0.10833333
1962-06-02,1397.52,3.8820,35.5,0.10935211
1962-06-04,1395.32,3.8759,35.5,0.10917997
1962-06-05,1400.6,3.8906,35.5,0.10959311
1962-06-06,1416.75,3.9354,35.5,0.11085681
1962-06-07,1422,3.9500,35.5,0.11126761
1962-06-08,1436.04,3.9890,35.5,0.11236620
1962-09-01,1412.07,3.9224,35.2,0.11143229
1962-09-03,1399.72,3.8881,35.2,0.11045770
1962-09-04,1389.87,3.8607,35.2,0.10968040
1962-09-05,1380.2,3.8339,35.2,0.10891730
1962-09-06,1386.99,3.8527,35.2,0.10945312
1962-09-07,1379.13,3.8309,35.2,0.10883286
1962-09-08,1357.05,3.7696,35.2,0.10709044
1962-12-01,1443.41,4.0095,35.35,0.11342213
1962-12-03,1457.11,4.0475,35.35,0.11449866
1962-12-04,1447.46,4.0207,35.35,0.11374037
1962-12-05,1435.6,3.9878,35.35,0.11280842
1962-12-06,1434.66,3.9852,35.35,0.11273456
1962-12-07,1441.21,4.0034,35.35,0.11324925
1962-12-08,1436.98,3.9916,35.35,0.11291686
1963-03-01,1508.18,4.1894,35.35,0.11851171
1963-03-02,1515.85,4.2107,35.35,0.11911441
1963-03-04,1522.28,4.2286,35.35,0.11961968
1963-03-05,1517.68,4.2158,35.35,0.11925821
1963-03-06,1510.99,4.1972,35.35,0.11873252
1963-03-07,1510.23,4.1951,35.35,0.11867280
1963-03-08,1509.89,4.1941,35.35,0.11864608
1963-06-01,1560.15,4.3338,35.42,0.12235319
1963-06-03,1550.78,4.3077,35.42,0.12161836
1963-06-04,1528.52,4.2459,35.42,0.11987264
1963-06-05,1537.69,4.2714,35.42,0.12059179
1963-06-06,1545.38,4.2927,35.42,0.12119487
1963-06-07,1553.41,4.3150,35.42,0.12182461
1963-06-08,1563.05,4.3418,35.42,0.12258062
1963-09-02,1344.36,3.7343,35.25,0.10593853
1963-09-03,1337.23,3.7145,35.25,0.10537667
1963-09-04,1320.39,3.6678,35.25,0.10404965
1963-09-05,1320.67,3.6685,35.25,0.10407171
1963-09-06,1305.71,3.6270,35.25,0.10289283
1963-09-07,1311.77,3.6438,35.25,0.10337037
1963-12-02,1257.3,3.4925,35.25,0.09907801
1963-12-03,1244.4,3.4567,35.25,0.09806147
1963-12-04,1243.92,3.4553,35.25,0.09802364
1963-12-05,1239.54,3.4432,35.25,0.09767849
1963-12-06,1261.92,3.5053,35.25,0.09944208
1963-12-07,1258.88,3.4969,35.25,0.09920252
1964-03-02,1253.9,3.4831,35.25,0.09881009
1964-03-03,1278.56,3.5516,35.25,0.10075335
1964-03-04,1267.16,3.5199,35.25,0.09985500
1964-03-05,1266.27,3.5174,35.25,0.09978487
1964-03-06,1274.96,3.5416,35.25,0.10046966
1964-03-07,1269.8,3.5272,35.25,0.10006304
1964-06-01,1319.34,3.6648,35.25,0.10396690
1964-06-02,1303.92,3.6220,35.25,0.10275177
1964-06-03,1308.77,3.6355,35.25,0.10313396
1964-06-04,1303.79,3.6216,35.25,0.10274153
1964-06-05,1300.89,3.6136,35.25,0.10251300
1964-06-06,1295.69,3.5991,35.25,0.10210323
1964-06-08,1298.54,3.6071,35.25,0.10232782
1964-09-01,1293.92,3.5942,35.35,0.10167531
1964-09-02,1299.96,3.6110,35.35,0.10214993
1964-09-03,1292.5,3.5903,35.35,0.10156373
1964-09-04,1285.54,3.5709,35.35,0.10101682
1964-09-05,1289.36,3.5816,35.35,0.10131699
1964-09-07,1286.26,3.5729,35.35,0.10107339
1964-09-08,1278.03,3.5501,35.35,0.10042669
1964-12-01,1209.09,3.3586,35.35,0.09500943
1964-12-02,1208.06,3.3557,35.35,0.09492849
1964-12-03,1207.12,3.3531,35.35,0.09485463
1964-12-04,1206.03,3.3501,35.35,0.09476898
1964-12-05,1205.98,3.3499,35.35,0.09476505
1964-12-07,1206.93,3.3526,35.35,0.09483970
1964-12-08,1210.5,3.3625,35.35,0.09512023
1965-03-01,1206.48,3.3513,35.35,0.09480434
1965-03-02,1202.54,3.3404,35.35,0.09449474
1965-03-03,1207.82,3.3551,35.35,0.09490963
1965-03-04,1213.03,3.3695,35.35,0.09531903
1965-03-05,1209.64,3.3601,35.35,0.09505265
1965-03-06,1203.09,3.3419,35.35,0.09453795
1965-03-08,1190.98,3.3083,35.35,0.09358636
1965-06-01,1092.85,3.0357,35.25,0.08611899
1965-06-02,1119.26,3.1091,35.25,0.08820016
1965-06-03,1131.32,3.1426,35.25,0.08915051
1965-06-04,1120.53,3.1126,35.25,0.08830024
1965-06-05,1119.99,3.1111,35.25,0.08825768
1965-06-07,1114.52,3.0959,35.25,0.08782664
1965-06-08,1109.42,3.0817,35.25,0.08742474
1965-09-01,1249.72,3.4714,35.5,0.09778717
1965-09-02,1240.07,3.4446,35.5,0.09703208
1965-09-03,1256.22,3.4895,35.5,0.09829577
1965-09-04,1254.21,3.4839,35.5,0.09813850
1965-09-06,1235.78,3.4327,35.5,0.09669640
1965-09-07,1239.98,3.4444,35.5,0.09702504
1965-09-08,1260.02,3.5001,35.5,0.09859311
1965-12-01,1377.67,3.8269,35.5,0.10779890
1965-12-02,1409.07,3.9141,35.5,0.11025587
1965-12-03,1376.56,3.8238,35.5,0.10771205
1965-12-04,1337.2,3.7144,35.5,0.10463224
1965-12-06,1315.26,3.6535,35.5,0.10291549
1965-12-07,1349.3,3.7481,35.5,0.10557903
1965-12-08,1357.78,3.7716,35.5,0.10624257
1966-03-01,1520.71,4.2242,35.5,0.11899139
1966-03-02,1514.62,4.2073,35.5,0.11851487
1966-03-03,1517.84,4.2162,35.5,0.11876682
1966-03-04,1524.99,4.2361,35.5,0.11932629
1966-03-05,1530.36,4.2510,35.5,0.11974648
1966-03-07,1533.75,4.2604,35.5,0.12001174
1966-03-08,1545.78,4.2938,35.5,0.12095305
1966-06-01,1490.85,4.1412,35.5,0.11665493
1966-06-02,1502.67,4.1741,35.5,0.11757981
1966-06-03,1517.81,4.2161,35.5,0.11876448
1966-06-04,1527.92,4.2442,35.5,0.11955556
1966-06-06,1524.5,4.2347,35.5,0.11928795
1966-06-07,1516.9,4.2136,35.5,0.11869327
1966-06-08,1511.8,4.1994,35.5,0.11829421
1966-09-01,1472.86,4.0913,35.3,0.11590022
1966-09-02,1470.95,4.0860,35.3,0.11574992
1966-09-03,1457.29,4.0480,35.3,0.11467501
1966-09-05,1456.77,4.0466,35.3,0.11463409
1966-09-06,1453.32,4.0370,35.3,0.11436261
1966-09-07,1441.24,4.0034,35.3,0.11341202
1966-09-08,1449.88,4.0274,35.3,0.11409191
1966-12-01,1392.07,3.8669,35.4,0.10923336
1966-12-02,1378.34,3.8287,35.4,0.10815599
1966-12-03,1379,3.8306,35.4,0.10820778
1966-12-05,1364.34,3.7898,35.4,0.10705744
1966-12-06,1366.31,3.7953,35.4,0.10721202
1966-12-07,1375.43,3.8206,35.4,0.10792765
1966-12-08,1380.36,3.8343,35.4,0.10831450
1967-03-01,1506.27,4.1841,35.4,0.11819444
1967-03-02,1502.64,4.1740,35.4,0.11790960
1967-03-03,1485.07,4.1252,35.4,0.11653092
1967-03-04,1489.19,4.1366,35.4,0.11685421
1967-03-06,1487.41,4.1317,35.4,0.11671453
1967-03-07,1480.44,4.1123,35.4,0.11616761
1967-03-08,1468.5,4.0792,35.4,0.11523070
1967-06-01,1502.78,4.1744,35.27,0.11835523
1967-06-02,1498.25,4.1618,35.27,0.11799846
1967-06-03,1499.09,4.1641,35.27,0.11806461
1967-06-05,1488.69,4.1353,35.27,0.11724553
1967-06-06,1483.04,4.1196,35.27,0.11680055
1967-06-07,1476.9,4.1025,35.27,0.11631698
1967-06-08,1490.58,4.1405,35.27,0.11739439
1967-09-01,1352.54,3.7571,35.5,0.10583255
1967-09-02,1364.96,3.7916,35.5,0.10680438
1967-09-04,1373.83,3.8162,35.5,0.10749844
1967-09-05,1371.37,3.8094,35.5,0.10730595
1967-09-06,1364.23,3.7895,35.5,0.10674726
1967-09-07,1353.91,3.7609,35.5,0.10593975
1967-09-08,1337.49,3.7153,35.5,0.10465493
1967-12-01,1284.88,3.5691,35.5,0.10053834
1967-12-02,1288.36,3.5788,35.5,0.10081064
1967-12-04,1294.93,3.5970,35.5,0.10132473
1967-12-05,1279.34,3.5537,35.5,0.10010485
1967-12-06,1274.61,3.5406,35.5,0.09973474
1967-12-07,1277.03,3.5473,35.5,0.09992410
1967-12-08,1260.63,3.5018,35.5,0.09864085
1968-01-31,1312.2,3.6450,35.2,0.10355114
1968-02-01,1311.71,3.6436,35.2,0.10351247
1968-02-02,1318.11,3.6614,35.2,0.10401752
1968-02-03,1315.86,3.6552,35.2,0.10383996
1968-02-05,1320.58,3.6683,35.2,0.10421244
1968-02-06,1329.36,3.6927,35.2,0.10490530
1968-02-07,1331.77,3.6994,35.2,0.10509549
1968-02-29,1349.77,3.7494,35.2,0.10651594
1968-03-01,1355.49,3.7652,35.2,0.10696733
1968-03-02,1345.75,3.7382,35.2,0.10619871
1968-03-04,1337.6,3.7156,35.2,0.10555556
1968-03-05,1331.86,3.6996,35.2,0.10510259
