Date,AssetPrice,AssetPriceUSD,GoldPrice,Ratio
1926-12-08,14.25,14.2500,20.67,0.68940493
1927-03-01,14.91,14.9100,20.67,0.72133527
1927-03-02,14.69,14.6900,20.67,0.71069182
1927-03-03,14.84,14.8400,20.67,0.71794872
1927-03-04,14.74,14.7400,20.67,0.71311079
1927-03-05,14.69,14.6900,20.67,0.71069182
1927-03-07,14.63,14.6300,20.67,0.70778907
1927-03-08,14.63,14.6300,20.67,0.70778907
1927-06-01,16,16.0000,20.67,0.77406870
1927-06-02,15.98,15.9800,20.67,0.77310111
1927-06-03,15.78,15.7800,20.67,0.76342525
1927-06-04,15.86,15.8600,20.67,0.76729560
1927-06-06,15.97,15.9700,20.67,0.77261732
1927-06-07,15.87,15.8700,20.67,0.76777939
1927-06-08,15.88,15.8800,20.67,0.76826318
1927-09-01,17.09,17.0900,20.67,0.82680213
1927-09-02,17.21,17.2100,20.67,0.83260764
1927-09-03,17.14,17.1400,20.67,0.82922109
1927-09-06,17.41,17.4100,20.67,0.84228350
1927-09-07,17.46,17.4600,20.67,0.84470247
1927-09-08,17.39,17.3900,20.67,0.84131592
1927-12-01,17.38,17.3800,20.67,0.84083212
1927-12-02,17.54,17.5400,20.67,0.84857281
1927-12-03,17.6,17.6000,20.67,0.85147557
1927-12-05,17.53,17.5300,20.67,0.84808902
1927-12-06,17.48,17.4800,20.67,0.84567005
1927-12-07,17.38,17.3800,20.67,0.84083212
1927-12-08,17.23,17.2300,20.67,0.83357523
1928-03-01,17.3,17.3000,20.67,0.83696178
1928-03-02,17.3,17.3000,20.67,0.83696178
1928-03-03,17.42,17.4200,20.67,0.84276730
1928-03-05,17.57,17.5700,20.67,0.85002419
1928-03-06,17.67,17.6700,20.67,0.85486212
1928-03-07,17.58,17.5800,20.67,0.85050798
1928-03-08,17.64,17.6400,20.67,0.85341074
1928-06-01,20.07,20.0700,20.67,0.97097242
1928-06-02,20.22,20.2200,20.67,0.97822932
1928-06-04,19.8,19.8000,20.67,0.95791001
1928-06-05,19.85,19.8500,20.67,0.96032898
1928-06-06,19.66,19.6600,20.67,0.95113691
1928-06-07,19.61,19.6100,20.67,0.94871795
1928-06-08,19.37,19.3700,20.67,0.93710692
1928-09-01,20.87,20.8700,20.67,1.00967586
1928-09-04,20.97,20.9700,20.67,1.01451379
1928-09-05,21.07,21.0700,20.67,1.01935172
1928-09-06,20.94,20.9400,20.67,1.01306241
1928-09-07,21.09,21.0900,20.67,1.02031930
1928-09-08,21.03,21.0300,20.67,1.01741655
1928-12-01,24.03,24.0300,20.67,1.16255443
1928-12-03,23.85,23.8500,20.67,1.15384615
1928-12-04,23.91,23.9100,20.67,1.15674891
1928-12-05,23.81,23.8100,20.67,1.15191098
1928-12-06,22.91,22.9100,20.67,1.10836962
1928-12-07,22.36,22.3600,20.67,1.08176101
1928-12-08,21.92,21.9200,20.67,1.06047412
1929-03-01,25.83,25.8300,20.67,1.24963716
1929-03-02,25.77,25.7700,20.67,1.24673440
1929-03-04,25.49,25.4900,20.67,1.23318820
1929-03-05,25.32,25.3200,20.67,1.22496372
1929-03-06,24.92,24.9200,20.67,1.20561200
1929-03-07,25.15,25.1500,20.67,1.21673924
1929-03-08,25.31,25.3100,20.67,1.22447992
1929-06-01,24.92,24.9200,20.67,1.20561200
1929-06-03,25.27,25.2700,20.67,1.22254475
1929-06-04,25.64,25.6400,20.67,1.24044509
1929-06-05,25.59,25.5900,20.67,1.23802612
1929-06-06,25.64,25.6400,20.67,1.24044509
1929-06-07,25.53,25.5300,20.67,1.23512337
1929-06-08,25.39,25.3900,20.67,1.22835027
1929-09-03,31.82,31.8200,20.67,1.53942912
1929-09-04,31.72,31.7200,20.67,1.53459119
1929-09-05,31.02,31.0200,20.67,1.50072569
1929-09-06,31.83,31.8300,20.67,1.53991292
1929-09-07,31.92,31.9200,20.67,1.54426705
1929-12-02,20.95,20.9500,20.67,1.01354620
1929-12-03,21.65,21.6500,20.67,1.04741171
1929-12-04,22.05,22.0500,20.67,1.06676343
1929-12-05,21.87,21.8700,20.67,1.05805515
1929-12-06,22.45,22.4500,20.67,1.08611514
1929-12-07,22.73,22.7300,20.67,1.09966134
1930-03-01,23.45,23.4500,20.67,1.13449444
1930-03-03,23.36,23.3600,20.67,1.13014030
1930-03-04,23.54,23.5400,20.67,1.13884857
1930-03-05,23.36,23.3600,20.67,1.13014030
1930-03-06,23.59,23.5900,20.67,1.14126754
1930-03-07,23.59,23.5900,20.67,1.14126754
1930-03-08,23.6,23.6000,20.67,1.14175133
1930-06-02,24.4,24.4000,20.67,1.18045477
1930-06-03,24.18,24.1800,20.67,1.16981132
1930-06-04,24.29,24.2900,20.67,1.17513304
1930-06-05,23.91,23.9100,20.67,1.15674891
1930-06-06,23.52,23.5200,20.67,1.13788099
1930-06-07,23.03,23.0300,20.67,1.11417513
1930-09-02,21.38,21.3800,20.67,1.03434930
1930-09-03,21.17,21.1700,20.67,1.02418965
1930-09-04,21.02,21.0200,20.67,1.01693275
1930-09-05,21.34,21.3400,20.67,1.03241413
1930-09-06,21.65,21.6500,20.67,1.04741171
1930-09-08,21.63,21.6300,20.67,1.04644412
1930-12-01,16.8,16.8000,20.67,0.81277213
1930-12-02,16.96,16.9600,20.67,0.82051282
1930-12-03,16.67,16.6700,20.67,0.80648283
1930-12-04,16.42,16.4200,20.67,0.79438800
1930-12-05,16.43,16.4300,20.67,0.79487179
1930-12-06,16.22,16.2200,20.67,0.78471214
1930-12-08,15.97,15.9700,20.67,0.77261732
1931-03-02,17.52,17.5200,20.67,0.84760522
1931-03-03,17.5,17.5000,20.67,0.84663764
1931-03-04,17.34,17.3400,20.67,0.83889695
1931-03-05,17.69,17.6900,20.67,0.85582970
1931-03-06,17.32,17.3200,20.67,0.83792937
1931-03-07,17.64,17.6400,20.67,0.85341074
1931-06-01,12.4,12.4000,20.67,0.59990324
1931-06-02,12.2,12.2000,20.67,0.59022738
1931-06-03,13.12,13.1200,20.67,0.63473633
1931-06-04,13.55,13.5500,20.67,0.65553943
1931-06-05,13.4,13.4000,20.67,0.64828254
1931-06-06,13.06,13.0600,20.67,0.63183358
1931-06-08,13.56,13.5600,20.67,0.65602322
1931-09-01,13.92,13.9200,20.67,0.67343977
1931-09-02,13.66,13.6600,20.67,0.66086115
1931-09-03,13.35,13.3500,20.67,0.64586357
1931-09-04,13.29,13.2900,20.67,0.64296081
1931-09-08,12.87,12.8700,20.67,0.62264151
1931-12-01,9.38,9.3800,20.67,0.45379777
1931-12-02,9.05,9.0500,20.67,0.43783261
1931-12-03,9.22,9.2200,20.67,0.44605709
1931-12-04,9.02,9.0200,20.67,0.43638123
1931-12-05,9.33,9.3300,20.67,0.45137881
1931-12-07,9.29,9.2900,20.67,0.44944364
1931-12-08,9.02,9.0200,20.67,0.43638123
1932-03-01,8.35,8.3500,20.67,0.40396710
1932-03-02,8.71,8.7100,20.67,0.42138365
1932-03-03,8.71,8.7100,20.67,0.42138365
1932-03-04,8.72,8.7200,20.67,0.42186744
1932-03-05,8.98,8.9800,20.67,0.43444606
1932-03-07,8.82,8.8200,20.67,0.42670537
1932-03-08,8.98,8.9800,20.67,0.43444606
1932-06-01,4.4,4.4000,20.67,0.21286889
1932-06-02,4.64,4.6400,20.67,0.22447992
1932-06-03,4.89,4.8900,20.67,0.23657475
1932-06-04,5.22,5.2200,20.67,0.25253991
1932-06-06,5.07,5.0700,20.67,0.24528302
1932-06-07,4.85,4.8500,20.67,0.23463957
1932-06-08,4.57,4.5700,20.67,0.22109337
1932-09-01,8.47,8.4700,20.67,0.40977262
1932-09-02,8.84,8.8400,20.67,0.42767296
1932-09-03,9.06,9.0600,20.67,0.43831640
1932-09-06,8.91,8.9100,20.67,0.43105951
1932-09-07,9.31,9.3100,20.67,0.45041122
1932-09-08,8.97,8.9700,20.67,0.43396226
1932-12-01,6.73,6.7300,20.67,0.32559265
1932-12-02,6.47,6.4700,20.67,0.31301403
1932-12-03,6.46,6.4600,20.67,0.31253024
1932-12-05,6.54,6.5400,20.67,0.31640058
1932-12-06,6.87,6.8700,20.67,0.33236575
1932-12-07,6.89,6.8900,20.67,0.33333333
1932-12-08,6.89,6.8900,20.67,0.33333333
1933-03-01,5.77,5.7700,20.67,0.27914852
1933-03-02,5.65,5.6500,20.67,0.27334301
1933-03-03,5.84,5.8400,20.67,0.28253507
1933-06-01,9.74,9.7400,20.67,0.47121432
1933-06-02,10.13,10.1300,20.67,0.49008224
1933-06-03,9.85,9.8500,20.67,0.47653604
1933-06-05,10.07,10.0700,20.67,0.48717949
1933-06-06,10.04,10.0400,20.67,0.48572811
1933-06-07,10.22,10.2200,20.67,0.49443638
1933-06-08,10.31,10.3100,20.67,0.49879052
1933-09-01,11.23,11.2300,34.06,0.32971227
1933-09-05,10.84,10.8400,34.06,0.31826189
1933-09-06,10.85,10.8500,34.06,0.31855549
1933-09-07,10.7,10.7000,34.06,0.31415150
1933-09-08,10.66,10.6600,34.06,0.31297710
1933-12-01,9.91,9.9100,32.32,0.30662129
1933-12-02,9.92,9.9200,32.32,0.30693069
1933-12-04,9.9,9.9000,32.32,0.30631188
1933-12-05,10.2,10.2000,32.32,0.31559406
1933-12-06,10.13,10.1300,32.32,0.31342822
1933-12-07,10.2,10.2000,32.32,0.31559406
1933-12-08,10.1,10.1000,32.32,0.31250000
1934-03-01,10.72,10.7200,34.06,0.31473870
1934-03-02,11.07,11.0700,34.06,0.32501468
1934-03-03,11.07,11.0700,34.06,0.32501468
1934-03-05,11.01,11.0100,34.06,0.32325308
1934-03-06,10.88,10.8800,34.06,0.31943629
1934-03-07,10.6,10.6000,34.06,0.31121550
1934-03-08,10.8,10.8000,34.06,0.31708749
1934-06-01,9.38,9.3800,34.06,0.27539636
1934-06-02,9.35,9.3500,34.06,0.27451556
1934-06-04,9.49,9.4900,34.06,0.27862595
1934-06-05,9.72,9.7200,34.06,0.28537874
1934-06-06,9.74,9.7400,34.06,0.28596594
1934-06-07,9.71,9.7100,34.06,0.28508514
1934-06-08,10.17,10.1700,34.06,0.29859072
1934-09-01,9.13,9.1300,35,0.26085714
1934-09-04,9.06,9.0600,35,0.25885714
1934-09-05,9.21,9.2100,35,0.26314286
1934-09-06,9.02,9.0200,35,0.25771429
1934-09-07,8.92,8.9200,35,0.25485714
1934-09-08,8.89,8.8900,35,0.25400000
1934-12-01,9.53,9.5300,35,0.27228571
1934-12-03,9.41,9.4100,35,0.26885714
1934-12-04,9.48,9.4800,35,0.27085714
1934-12-05,9.56,9.5600,35,0.27314286
1934-12-06,9.54,9.5400,35,0.27257143
1934-12-07,9.46,9.4600,35,0.27028571
1934-12-08,9.4,9.4000,35,0.26857143
1935-03-01,8.79,8.7900,35,0.25114286
1935-03-02,8.79,8.7900,35,0.25114286
1935-03-04,8.72,8.7200,35,0.24914286
1935-03-05,8.47,8.4700,35,0.24200000
1935-03-06,8.45,8.4500,35,0.24142857
1935-03-07,8.56,8.5600,35,0.24457143
1935-03-08,8.54,8.5400,35,0.24400000
1935-06-01,9.51,9.5100,35,0.27171429
1935-06-03,9.67,9.6700,35,0.27628571
1935-06-04,9.92,9.9200,35,0.28342857
1935-06-05,9.91,9.9100,35,0.28314286
1935-06-06,9.84,9.8400,35,0.28114286
1935-06-07,9.9,9.9000,35,0.28285714
1935-06-08,9.98,9.9800,35,0.28514286
1935-09-03,11.21,11.2100,35,0.32028571
1935-09-04,11.36,11.3600,35,0.32457143
1935-09-05,11.47,11.4700,35,0.32771429
1935-09-06,11.65,11.6500,35,0.33285714
1935-09-07,11.72,11.7200,35,0.33485714
1935-12-02,12.75,12.7500,35,0.36428571
1935-12-03,13.1,13.1000,35,0.37428571
1935-12-04,13.21,13.2100,35,0.37742857
1935-12-05,13.18,13.1800,35,0.37657143
1935-12-06,13.15,13.1500,35,0.37571429
1935-12-07,13.3,13.3000,35,0.38000000
1936-03-02,14.77,14.7700,35,0.42200000
1936-03-03,14.98,14.9800,35,0.42800000
1936-03-04,15.02,15.0200,35,0.42914286
1936-03-05,15.04,15.0400,35,0.42971429
1936-03-06,15.1,15.1000,35,0.43142857
1936-03-07,14.99,14.9900,35,0.42828571
1936-06-01,14.39,14.3900,35,0.41114286
1936-06-02,14.39,14.3900,35,0.41114286
1936-06-03,14.34,14.3400,35,0.40971429
1936-06-04,14.13,14.1300,35,0.40371429
1936-06-05,14.12,14.1200,35,0.40342857
1936-06-06,14.2,14.2000,35,0.40571429
1936-06-08,14.34,14.3400,35,0.40971429
1936-09-01,15.95,15.9500,35,0.45571429
1936-09-02,16.01,16.0100,35,0.45742857
1936-09-03,15.95,15.9500,35,0.45571429
1936-09-04,16.02,16.0200,35,0.45771429
1936-09-05,16.12,16.1200,35,0.46057143
1936-09-08,16.29,16.2900,35,0.46542857
1936-12-01,17.14,17.1400,35,0.48971429
1936-12-02,16.95,16.9500,35,0.48428571
1936-12-03,17.04,17.0400,35,0.48685714
1936-12-04,17.01,17.0100,35,0.48600000
1936-12-05,17.03,17.0300,35,0.48657143
1936-12-07,16.91,16.9100,35,0.48314286
1936-12-08,16.97,16.9700,35,0.48485714
1937-03-01,18.09,18.0900,35,0.51685714
1937-03-02,18.34,18.3400,35,0.52400000
1937-03-03,18.55,18.5500,35,0.53000000
1937-03-04,18.38,18.3800,35,0.52514286
1937-03-05,18.62,18.6200,35,0.53200000
1937-03-06,18.68,18.6800,35,0.53371429
1937-03-08,18.56,18.5600,35,0.53028571
1937-06-01,15.96,15.9600,35,0.45600000
1937-06-02,16.07,16.0700,35,0.45914286
1937-06-03,16.1,16.1000,35,0.46000000
1937-06-04,16.28,16.2800,35,0.46514286
1937-06-05,16.25,16.2500,35,0.46428571
1937-06-07,16.13,16.1300,35,0.46085714
1937-06-08,16.18,16.1800,35,0.46228571
1937-09-01,15.61,15.6100,35,0.44600000
1937-09-02,15.36,15.3600,35,0.43885714
1937-09-03,15.46,15.4600,35,0.44171429
1937-09-04,15.58,15.5800,35,0.44514286
1937-09-07,14.69,14.6900,35,0.41971429
1937-09-08,14.61,14.6100,35,0.41742857
1937-12-01,10.97,10.9700,35,0.31342857
1937-12-02,11.19,11.1900,35,0.31971429
1937-12-03,11.34,11.3400,35,0.32400000
1937-12-04,11.35,11.3500,35,0.32428571
1937-12-06,11.13,11.1300,35,0.31800000
1937-12-07,11.32,11.3200,35,0.32342857
1937-12-08,11.42,11.4200,35,0.32628571
1938-03-01,11.46,11.4600,35,0.32742857
1938-03-02,11.35,11.3500,35,0.32428571
1938-03-03,11.24,11.2400,35,0.32114286
1938-03-04,11.13,11.1300,35,0.31800000
1938-03-05,11.12,11.1200,35,0.31771429
1938-03-07,10.88,10.8800,35,0.31085714
1938-03-08,10.88,10.8800,35,0.31085714
1938-06-01,9.57,9.5700,35,0.27342857
1938-06-02,9.54,9.5400,35,0.27257143
1938-06-03,9.42,9.4200,35,0.26914286
1938-06-04,9.65,9.6500,35,0.27571429
1938-06-06,9.74,9.7400,35,0.27828571
1938-06-07,9.7,9.7000,35,0.27714286
1938-06-08,9.73,9.7300,35,0.27800000
1938-09-01,11.92,11.9200,35,0.34057143
1938-09-02,12.26,12.2600,35,0.35028571
1938-09-03,12.35,12.3500,35,0.35285714
1938-09-06,12.22,12.2200,35,0.34914286
1938-09-07,12.41,12.4100,35,0.35457143
1938-09-08,12.29,12.2900,35,0.35114286
1938-12-01,12.61,12.6100,35,0.36028571
1938-12-02,12.48,12.4800,35,0.35657143
1938-12-03,12.47,12.4700,35,0.35628571
1938-12-05,12.4,12.4000,35,0.35428571
1938-12-06,12.5,12.5000,35,0.35714286
1938-12-07,12.54,12.5400,35,0.35828571
1938-12-08,12.39,12.3900,35,0.35400000
1939-03-01,12.7,12.7000,35,0.36285714
1939-03-02,12.68,12.6800,35,0.36228571
1939-03-03,12.86,12.8600,35,0.36742857
1939-03-04,12.9,12.9000,35,0.36857143
1939-03-06,12.79,12.7900,35,0.36542857
1939-03-07,12.85,12.8500,35,0.36714286
1939-03-08,13.07,13.0700,35,0.37342857
1939-06-01,11.42,11.4200,35,0.32628571
1939-06-02,11.48,11.4800,35,0.32800000
1939-06-03,11.52,11.5200,35,0.32914286
1939-06-05,11.51,11.5100,35,0.32885714
1939-06-06,11.66,11.6600,35,0.33314286
1939-06-07,11.67,11.6700,35,0.33342857
1939-06-08,11.64,11.6400,35,0.33257143
1939-09-01,11.3,11.3000,35,0.32285714
1939-09-02,11.53,11.5300,35,0.32942857
1939-09-05,12.64,12.6400,35,0.36114286
1939-09-06,12.53,12.5300,35,0.35800000
1939-09-07,12.5,12.5000,35,0.35714286
1939-09-08,12.69,12.6900,35,0.36257143
1939-12-01,12.29,12.2900,35,0.35114286
1939-12-02,12.3,12.3000,35,0.35142857
1939-12-04,12.28,12.2800,35,0.35085714
1939-12-05,12.26,12.2600,35,0.35028571
1939-12-06,12.45,12.4500,35,0.35571429
1939-12-07,12.46,12.4600,35,0.35600000
1939-12-08,12.36,12.3600,35,0.35314286
1940-03-01,12.06,12.0600,34.75,0.34705036
1940-03-02,12.08,12.0800,34.75,0.34762590
1940-03-04,12.09,12.0900,34.75,0.34791367
1940-03-05,12.15,12.1500,34.75,0.34964029
1940-03-06,12.24,12.2400,34.75,0.35223022
1940-03-07,12.25,12.2500,34.75,0.35251799
1940-03-08,12.2,12.2000,34.75,0.35107914
1940-06-01,9.23,9.2300,34.75,0.26561151
1940-06-03,9.11,9.1100,34.75,0.26215827
1940-06-04,9.23,9.2300,34.75,0.26561151
1940-06-05,9.09,9.0900,34.75,0.26158273
1940-06-06,9.22,9.2200,34.75,0.26532374
1940-06-07,9.34,9.3400,34.75,0.26877698
1940-06-08,9.33,9.3300,34.75,0.26848921
1940-09-03,10.56,10.5600,34.1,0.30967742
1940-09-04,10.78,10.7800,34.1,0.31612903
1940-09-05,10.93,10.9300,34.1,0.32052786
1940-09-06,10.85,10.8500,34.1,0.31818182
1940-09-07,10.81,10.8100,34.1,0.31700880
1940-12-02,10.62,10.6200,34.5,0.30782609
1940-12-03,10.58,10.5800,34.5,0.30666667
1940-12-04,10.58,10.5800,34.5,0.30666667
1940-12-05,10.51,10.5100,34.5,0.30463768
1940-12-06,10.53,10.5300,34.5,0.30521739
1940-12-07,10.6,10.6000,34.5,0.30724638
1941-03-01,9.9,9.9000,34.5,0.28695652
1941-03-03,9.77,9.7700,34.5,0.28318841
1941-03-04,9.82,9.8200,34.5,0.28463768
1941-03-05,9.76,9.7600,34.5,0.28289855
1941-03-06,9.95,9.9500,34.5,0.28840580
1941-03-07,9.9,9.9000,34.5,0.28695652
1941-03-08,9.91,9.9100,34.5,0.28724638
1941-06-02,9.36,9.3600,34.25,0.27328467
1941-06-03,9.47,9.4700,34.25,0.27649635
1941-06-04,9.46,9.4600,34.25,0.27620438
1941-06-05,9.5,9.5000,34.25,0.27737226
1941-06-06,9.49,9.4900,34.25,0.27708029
1941-06-07,9.57,9.5700,34.25,0.27941606
1941-09-02,10.34,10.3400,35.5,0.29126761
1941-09-03,10.27,10.2700,35.5,0.28929577
1941-09-04,10.24,10.2400,35.5,0.28845070
1941-09-05,10.21,10.2100,35.5,0.28760563
1941-09-06,10.22,10.2200,35.5,0.28788732
1941-09-08,10.23,10.2300,35.5,0.28816901
1941-12-01,9.07,9.0700,35.5,0.25549296
1941-12-02,9.26,9.2600,35.5,0.26084507
1941-12-03,9.36,9.3600,35.5,0.26366197
1941-12-04,9.38,9.3800,35.5,0.26422535
1941-12-05,9.32,9.3200,35.5,0.26253521
1941-12-06,9.38,9.3800,35.5,0.26422535
1941-12-08,8.97,8.9700,35.5,0.25267606
1942-03-02,8.47,8.4700,35.5,0.23859155
1942-03-03,8.6,8.6000,35.5,0.24225352
1942-03-04,8.51,8.5100,35.5,0.23971831
1942-03-05,8.38,8.3800,35.5,0.23605634
1942-03-06,8.16,8.1600,35.5,0.22985915
1942-03-07,8.23,8.2300,35.5,0.23183099
1942-06-01,8.19,8.1900,35,0.23400000
1942-06-02,8.18,8.1800,35,0.23371429
1942-06-03,8.24,8.2400,35,0.23542857
1942-06-04,8.35,8.3500,35,0.23857143
1942-06-05,8.37,8.3700,35,0.23914286
1942-06-06,8.4,8.4000,35,0.24000000
1942-06-08,8.47,8.4700,35,0.24200000
1942-09-01,8.62,8.6200,36.25,0.23779310
1942-09-02,8.63,8.6300,36.25,0.23806897
1942-09-03,8.62,8.6200,36.25,0.23779310
1942-09-04,8.61,8.6100,36.25,0.23751724
1942-09-05,8.62,8.6200,36.25,0.23779310
1942-09-08,8.68,8.6800,36.25,0.23944828
1942-12-01,9.28,9.2800,35.5,0.26140845
1942-12-02,9.31,9.3100,35.5,0.26225352
1942-12-03,9.34,9.3400,35.5,0.26309859
1942-12-04,9.34,9.3400,35.5,0.26309859
1942-12-05,9.35,9.3500,35.5,0.26338028
1942-12-07,9.3,9.3000,35.5,0.26197183
1942-12-08,9.36,9.3600,35.5,0.26366197
1943-03-01,10.92,10.9200,35.5,0.30760563
1943-03-02,10.84,10.8400,35.5,0.30535211
1943-03-03,10.98,10.9800,35.5,0.30929577
1943-03-04,11,11.0000,35.5,0.30985915
1943-03-05,11.05,11.0500,35.5,0.31126761
1943-03-06,11.07,11.0700,35.5,0.31183099
1943-03-08,11.01,11.0100,35.5,0.31014085
1943-06-01,12.18,12.1800,35.5,0.34309859
1943-06-02,12.19,12.1900,35.5,0.34338028
1943-06-03,12.24,12.2400,35.5,0.34478873
1943-06-04,12.18,12.1800,35.5,0.34309859
1943-06-05,12.28,12.2800,35.5,0.34591549
1943-06-07,12.15,12.1500,35.5,0.34225352
1943-06-08,12.08,12.0800,35.5,0.34028169
1943-09-01,11.84,11.8400,36.5,0.32438356
1943-09-02,11.84,11.8400,36.5,0.32438356
1943-09-03,11.82,11.8200,36.5,0.32383562
1943-09-04,11.84,11.8400,36.5,0.32438356
1943-09-07,11.85,11.8500,36.5,0.32465753
1943-09-08,11.78,11.7800,36.5,0.32273973
1943-12-01,11.13,11.1300,36.5,0.30493151
1943-12-02,11.22,11.2200,36.5,0.30739726
1943-12-03,11.23,11.2300,36.5,0.30767123
1943-12-04,11.24,11.2400,36.5,0.30794521
1943-12-06,11.28,11.2800,36.5,0.30904110
1943-12-07,11.38,11.3800,36.5,0.31178082
1943-12-08,11.5,11.5000,36.5,0.31506849
1944-03-01,11.87,11.8700,36.5,0.32520548
1944-03-02,11.88,11.8800,36.5,0.32547945
1944-03-03,11.9,11.9000,36.5,0.32602740
1944-03-04,11.9,11.9000,36.5,0.32602740
1944-03-06,11.93,11.9300,36.5,0.32684932
1944-03-07,12.01,12.0100,36.5,0.32904110
1944-03-08,12.11,12.1100,36.5,0.33178082
1944-06-01,12.31,12.3100,36.75,0.33496599
1944-06-02,12.3,12.3000,36.75,0.33469388
1944-06-03,12.31,12.3100,36.75,0.33496599
1944-06-05,12.23,12.2300,36.75,0.33278912
1944-06-06,12.31,12.3100,36.75,0.33496599
1944-06-07,12.3,12.3000,36.75,0.33469388
1944-06-08,12.25,12.2500,36.75,0.33333333
1944-09-01,12.86,12.8600,36,0.35722222
1944-09-05,12.78,12.7800,36,0.35500000
1944-09-06,12.47,12.4700,36,0.34638889
1944-09-07,12.43,12.4300,36,0.34527778
1944-09-08,12.41,12.4100,36,0.34472222
1944-12-01,12.8,12.8000,36.25,0.35310345
1944-12-02,12.83,12.8300,36.25,0.35393103
1944-12-04,12.91,12.9100,36.25,0.35613793
1944-12-05,12.96,12.9600,36.25,0.35751724
1944-12-06,12.96,12.9600,36.25,0.35751724
1944-12-07,12.99,12.9900,36.25,0.35834483
1944-12-08,13.09,13.0900,36.25,0.36110345
1945-03-01,14.32,14.3200,36.25,0.39503448
1945-03-02,14.23,14.2300,36.25,0.39255172
1945-03-03,14.23,14.2300,36.25,0.39255172
1945-03-05,14.3,14.3000,36.25,0.39448276
1945-03-06,14.37,14.3700,36.25,0.39641379
1945-03-07,14.38,14.3800,36.25,0.39668966
1945-03-08,14.12,14.1200,36.25,0.38951724
1945-06-01,15.03,15.0300,36.25,0.41462069
1945-06-02,15.06,15.0600,36.25,0.41544828
1945-06-04,15.05,15.0500,36.25,0.41517241
1945-06-05,15.03,15.0300,36.25,0.41462069
1945-06-06,14.96,14.9600,36.25,0.41268966
1945-06-07,14.97,14.9700,36.25,0.41296552
1945-06-08,14.93,14.9300,36.25,0.41186207
1945-09-04,15.51,15.5100,38.25,0.40549020
1945-09-05,15.53,15.5300,38.25,0.40601307
1945-09-06,15.74,15.7400,38.25,0.41150327
1945-09-07,15.73,15.7300,38.25,0.41124183
1945-09-08,15.76,15.7600,38.25,0.41202614
1945-12-01,17.29,17.2900,37.25,0.46416107
1945-12-03,17.44,17.4400,37.25,0.46818792
1945-12-04,17.42,17.4200,37.25,0.46765101
1945-12-05,17.41,17.4100,37.25,0.46738255
1945-12-06,17.5,17.5000,37.25,0.46979866
1945-12-07,17.54,17.5400,37.25,0.47087248
1945-12-08,17.65,17.6500,37.25,0.47382550
1946-03-01,17.21,17.2100,37.75,0.45589404
1946-03-02,17.1,17.1000,37.75,0.45298013
